gas_date,MW_actual_Lewis_Creek1,MW_actual_Lewis_Creek2,MW_actual_preverified_Lewis_Creek1,MW_actual_preverified_Lewis_Creek2,fuel_burn_actual_Lewis_Creek1,fuel_burn_actual_Lewis_Creek2,fuel_burn_actual_total,fuel_burn_actual_total_preverified,hdd_actual,cdd_actual,temp_actual,fuel_burn_actual_total_preverified_mean_lag3,fuel_burn_actual_total_preverified_mean_lag7,fuel_burn_actual_total_preverified_mean_lag30,fuel_burn_actual_total_preverified_std_lag3,fuel_burn_actual_total_preverified_std_lag7,fuel_burn_actual_total_preverified_std_lag30,day,week,quarter,month,year,dayofweek
2014-09-30,0.0,3145.0,0.0,3145.0,0.0,5848.391402,5848.391402,5848.391402,2.599622641509434,8.65954716981132,69.60294339622641,30351.246,26674.125,51891.258,2836.132,4551.774,19472.8,30,40,3,9,2014,1
2014-10-01,0.0,3777.0,0.0,3777.0,0.0,38670.05659,38670.05659,38670.05659,2.599622641509434,8.65954716981132,69.60294339622641,21864.656,24702.547,50095.574,14133.204,8957.929,21138.662,1,40,4,10,2014,2
2014-10-02,0.0,3635.0,0.0,3635.0,0.0,37124.78838,37124.78838,37124.78838,2.599622641509434,8.65954716981132,69.60294339622641,23892.96,26554.691,48926.996,16653.01,10420.654,20752.697,2,40,4,10,2014,3
2014-10-03,0.0,2943.0,0.0,2943.0,0.0,31049.41927,31049.41927,31049.41927,2.599622641509434,8.65954716981132,69.60294339622641,27214.412,27903.748,47871.016,18519.64,11174.809,20510.969,3,40,4,10,2014,4
2014-10-04,0.0,2133.0,0.0,2133.0,0.0,22968.54105,22968.54105,22968.54105,2.599622641509434,8.65954716981132,69.60294339622641,35614.754,29106.627,46744.12,4028.4834,10963.611,20474.26,4,40,4,10,2014,5
2014-10-05,0.0,3192.0,0.0,3192.0,0.0,33361.30633,33361.30633,33361.30633,2.599622641509434,8.65954716981132,69.60294339622641,30380.916,27915.254,45002.367,7101.7607,11136.265,20188.754,5,40,4,10,2014,6
2014-10-06,0.0,2810.0,0.0,2810.0,0.0,28603.94607,28603.94607,28603.94607,2.599622641509434,8.65954716981132,69.60294339622641,29126.422,28026.133,43940.03,5456.7236,11194.224,19924.371,6,41,4,10,2014,0
2014-10-07,0.0,2893.0,-1.0,2893.0,0.0,29780.16363,29780.16363,29780.16363,2.599622641509434,8.65954716981132,69.60294339622641,28311.264,28232.35,42696.39,5202.561,11188.913,19668.295,7,41,4,10,2014,1
2014-10-08,0.0,3024.0,0.0,3024.0,0.0,30977.17539,30977.17539,30977.17539,2.599622641509434,8.65954716981132,69.60294339622641,30581.805,31651.174,41577.344,2477.9207,5333.6387,19405.863,8,41,4,10,2014,2
2014-10-09,0.0,3278.0,0.0,3278.0,0.0,33481.00934,33481.00934,33481.00934,2.599622641509434,8.65954716981132,69.60294339622641,29787.096,30552.191,40283.055,1186.6299,4347.824,18741.707,9,41,4,10,2014,3
2014-10-10,0.0,3014.0,0.0,3014.0,0.0,30614.4796,30614.4796,30614.4796,2.599622641509434,8.65954716981132,69.60294339622641,31412.783,30031.652,39013.484,1888.4862,3580.1223,17816.55,10,41,4,10,2014,4
2014-10-11,0.0,2647.0,0.0,2647.0,0.0,27200.80783,27200.80783,27200.80783,2.599622641509434,8.65954716981132,69.60294339622641,31690.889,29969.518,37425.445,1560.8612,3563.2493,16252.743,11,41,4,10,2014,5
2014-10-12,0.0,3128.0,0.0,3128.0,0.0,31841.7563,31841.7563,31841.7563,2.599622641509434,8.65954716981132,69.60294339622641,30432.1,30574.127,36031.426,3144.0706,2319.2556,15209.269,12,41,4,10,2014,6
2014-10-13,0.0,1920.0,-1.0,1920.0,0.0,20064.9802,20064.9802,20064.9802,2.599622641509434,8.65954716981132,69.60294339622641,29885.682,30357.049,35176.31,2404.7788,2072.934,14672.579,13,42,4,10,2014,0
2014-10-14,0.0,1298.0,0.0,1298.0,0.0,14144.09168,14144.09168,14144.09168,2.599622641509434,8.65954716981132,69.60294339622641,26369.182,29137.195,34892.86,5932.269,4438.8315,14885.228,14,42,4,10,2014,1
2014-10-15,0.0,2493.0,0.0,2493.0,0.0,26119.6881,26119.6881,26119.6881,2.599622641509434,8.65954716981132,69.60294339622641,22016.943,26903.47,33334.03,9008.8545,7160.9175,14510.764,15,42,4,10,2014,2
2014-10-16,0.0,3306.0,0.0,3306.0,0.0,34194.84971,34194.84971,34194.84971,2.599622641509434,8.65954716981132,69.60294339622641,20109.586,26209.545,31876.334,5987.923,6932.0625,12813.17,16,42,4,10,2014,3
2014-10-17,0.0,3825.0,0.0,3825.0,0.0,39224.35018,39224.35018,39224.35018,2.599622641509434,8.65954716981132,69.60294339622641,24819.543,26311.521,30763.043,10088.409,7060.9146,10912.843,17,42,4,10,2014,4
2014-10-18,0.0,3527.0,0.0,3527.0,0.0,36023.64039,36023.64039,36023.64039,2.599622641509434,8.65954716981132,69.60294339622641,33179.63,27541.504,29856.666,6611.0547,8532.045,8767.991,18,42,4,10,2014,5
2014-10-19,0.0,2694.0,0.0,2694.0,0.0,27412.97869,27412.97869,27412.97869,2.599622641509434,8.65954716981132,69.60294339622641,36480.945,28801.908,29303.059,2545.7446,9105.722,7745.0366,19,42,4,10,2014,6
2014-10-20,0.0,3466.0,0.0,3466.0,0.0,34724.81954,34724.81954,34724.81954,2.599622641509434,8.65954716981132,69.60294339622641,34220.324,28169.225,28702.172,6108.6895,9012.689,7124.3516,20,43,4,10,2014,0
2014-10-21,0.0,2828.0,0.0,2828.0,0.0,28557.61895,28557.61895,28557.61895,2.599622641509434,8.65954716981132,69.60294339622641,32720.48,30263.488,28774.922,4642.08,8504.576,7175.8735,21,43,4,10,2014,1
2014-10-22,0.0,2876.0,0.0,2876.0,0.0,29066.53748,29066.53748,29066.53748,2.599622641509434,8.65954716981132,69.60294339622641,30231.807,32322.564,28697.338,3932.929,4955.8623,7164.8457,22,43,4,10,2014,2
2014-10-23,0.0,2767.0,0.0,2767.0,0.0,28247.26232,28247.26232,28247.26232,2.599622641509434,8.65954716981132,69.60294339622641,30782.992,32743.543,28592.475,3423.1934,4439.386,7134.5835,23,43,4,10,2014,3
2014-10-24,0.0,3022.0,0.0,3022.0,0.0,30857.54206,30857.54206,30857.54206,2.599622641509434,8.65954716981132,69.60294339622641,28623.807,31893.887,28879.07,413.62848,4678.0645,6932.7886,24,43,4,10,2014,4
2014-10-25,0.0,3134.0,0.0,3134.0,0.0,31814.51656,31814.51656,31814.51656,2.599622641509434,8.65954716981132,69.60294339622641,29390.447,30698.629,29050.82,1334.9451,3382.3945,6915.246,25,43,4,10,2014,5
2014-10-26,0.0,3440.0,0.0,3440.0,0.0,34393.97944,34393.97944,34393.97944,2.599622641509434,8.65954716981132,69.60294339622641,30306.44,30097.324,29188.59,1846.3777,2549.5767,6928.182,26,43,4,10,2014,6
2014-10-27,0.0,3618.0,0.0,3618.0,0.0,36206.40908,36206.40908,36206.40908,2.599622641509434,8.65954716981132,69.60294339622641,32355.346,31094.611,29580.748,1829.1992,2686.2463,6876.8706,27,44,4,10,2014,0
2014-10-28,0.0,3908.0,0.0,3908.0,0.0,38825.15132,38825.15132,38825.15132,2.599622641509434,8.65954716981132,69.60294339622641,34138.3,31306.266,29744.023,2207.0813,3053.2495,6976.7217,28,44,4,10,2014,1
2014-10-29,0.0,3962.0,0.0,3962.0,0.0,39299.84543,39299.84543,39299.84543,2.599622641509434,8.65954716981132,69.60294339622641,36475.18,32773.06,29952.023,2227.779,3869.8027,7155.0845,29,44,4,10,2014,2
2014-10-30,0.0,3392.0,0.0,3392.0,0.0,34397.32881,34397.32881,34397.32881,2.599622641509434,8.65954716981132,69.60294339622641,38110.47,34234.957,30356.67,1665.9579,4158.382,7332.8228,30,44,4,10,2014,3
2014-10-31,0.0,1709.0,0.0,1709.0,0.0,17946.00286,17946.00286,17946.00286,2.599622641509434,8.65954716981132,69.60294339622641,37507.44,35113.54,31308.3,2703.8743,3228.0896,5717.009,31,44,4,10,2014,4
2014-11-01,0.0,1776.0,0.0,1776.0,0.0,17737.39761,17737.39761,17737.39761,2.599622641509434,8.65954716981132,69.60294339622641,30547.727,33269.035,30617.5,11185.313,7249.3535,6039.756,1,44,4,11,2014,5
2014-11-02,0.0,2350.0,0.0,2350.0,0.0,24180.2144,24180.2144,24180.2144,2.599622641509434,8.65954716981132,69.60294339622641,23360.242,31258.016,29971.254,9558.966,9364.165,6348.782,2,44,4,11,2014,6
2014-11-03,0.0,2894.0,0.0,2894.0,0.0,29425.78711,29425.78711,29425.78711,2.599622641509434,8.65954716981132,69.60294339622641,19954.54,29798.906,29742.28,3661.029,9587.175,6431.8843,3,45,4,11,2014,0
2014-11-04,0.0,3234.0,0.0,3234.0,0.0,32459.31568,32459.31568,32459.31568,2.599622641509434,8.65954716981132,69.60294339622641,23781.133,28830.246,29957.521,5854.4053,9165.139,6304.163,4,45,4,11,2014,1
2014-11-05,0.0,4143.0,0.0,4143.0,0.0,41606.38594,41606.38594,41606.38594,2.599622641509434,8.65954716981132,69.60294339622641,28688.44,27920.842,29927.455,4188.513,8281.319,6289.5034,5,45,4,11,2014,2
2014-11-06,0.0,3236.0,0.0,3236.0,0.0,32580.99893,32580.99893,32580.99893,2.599622641509434,8.65954716981132,69.60294339622641,34497.164,28250.348,30360.87,6340.8486,8836.797,6633.7383,6,45,4,11,2014,3
2014-11-07,0.0,2903.463,0.0,2911.646,0.0,29321.70552,29321.70552,29401.12722,2.599622641509434,8.65954716981132,69.60294339622641,35548.9,27990.871,30454.23,5246.2896,8650.932,6644.9834,7,45,4,11,2014,4
2014-11-08,0.0,1847.0,0.0,1847.0,0.0,20322.48542,20322.48542,20322.48542,2.599622641509434,8.65954716981132,69.60294339622641,34529.504,29627.318,30401.695,6331.634,7431.6377,6646.936,8,45,4,11,2014,5
2014-11-09,0.0,1581.0,0.0,1581.0,0.0,17665.68925,17665.68925,17665.68925,2.599622641509434,8.65954716981132,69.60294339622641,27434.871,29996.617,29963.078,6361.4004,6777.788,6867.233,9,45,4,11,2014,6
2014-11-10,0.0,1271.0,0.0,1271.0,0.0,13654.35276,13654.35276,13654.35276,2.599622641509434,8.65954716981132,69.60294339622641,22463.102,29065.97,29531.451,6153.6006,8039.3716,7222.618,10,46,4,11,2014,0
2014-11-11,0.0,2335.0,0.0,2335.0,0.0,23939.49699,23939.49699,23939.49699,2.599622641509434,8.65954716981132,69.60294339622641,17214.176,26812.908,29079.904,3356.9177,9913.319,7775.6333,11,46,4,11,2014,1
2014-11-12,0.0,3821.0,0.0,3821.0,0.0,39728.59757,39728.59757,39728.59757,2.599622641509434,8.65954716981132,69.60294339622641,18419.846,25595.791,28816.494,5183.88,9623.309,7812.6074,12,46,4,11,2014,2
2014-11-13,0.0,4927.0,0.0,4927.0,0.0,48246.29023,48246.29023,48246.29023,2.599622641509434,8.65954716981132,69.60294339622641,25774.148,25327.535,29471.95,13133.584,9115.388,7877.652,13,46,4,11,2014,3
2014-11-14,0.0,3673.0,0.0,3673.0,0.0,36064.91857,36064.91857,36064.91857,2.599622641509434,8.65954716981132,69.60294339622641,37304.797,27565.434,30608.69,12333.336,12490.937,8048.199,14,46,4,11,2014,4
2014-11-15,0.0,2727.0,0.0,2727.0,0.0,29409.21105,29409.21105,29409.21105,2.599622641509434,8.65954716981132,69.60294339622641,41346.6,28517.404,30940.197,6249.7925,12901.349,8061.7324,15,46,4,11,2014,5
2014-11-16,0.0,3010.0,0.0,3010.0,0.0,31041.81241,31041.81241,31041.81241,2.599622641509434,8.65954716981132,69.60294339622641,37906.805,29815.508,30780.676,9552.659,12386.228,8042.435,16,46,4,11,2014,6
2014-11-17,0.0,4624.0,0.0,4624.0,0.0,45077.37193,45077.37193,45077.37193,2.599622641509434,8.65954716981132,69.60294339622641,32171.98,31726.383,30507.924,3468.7996,11171.672,7883.38,17,47,4,11,2014,0
2014-11-18,0.0,3967.0,0.0,3967.0,0.0,38887.98627,38887.98627,38887.98627,2.599622641509434,8.65954716981132,69.60294339622641,35176.133,36215.387,30809.715,8613.493,8750.524,8265.834,18,47,4,11,2014,1
2014-11-19,0.0,2371.0,0.0,2371.0,0.0,24644.1622,24644.1622,24644.1622,2.599622641509434,8.65954716981132,69.60294339622641,38335.723,38350.883,31192.215,7034.0586,6879.3525,8368.1,19,47,4,11,2014,2
2014-11-20,0.0,2565.0,0.0,2565.0,0.0,26878.00163,26878.00163,26878.00163,2.599622641509434,8.65954716981132,69.60294339622641,36203.17,36195.965,30856.193,10477.843,8538.378,8423.567,20,47,4,11,2014,3
2014-11-21,0.0,1652.0,0.0,1652.0,0.0,18563.05574,18563.05574,18563.05574,2.599622641509434,8.65954716981132,69.60294339622641,30136.717,33143.35,30800.205,7660.682,7231.9697,8444.926,21,47,4,11,2014,4
2014-11-22,0.0,1683.0,0.0,1683.0,0.0,18995.9118,18995.9118,18995.9118,2.599622641509434,8.65954716981132,69.60294339622641,23361.74,30643.086,30450.09,4303.259,8889.118,8732.127,22,47,4,11,2014,5
2014-11-23,0.0,2194.0,0.0,2194.0,0.0,23727.03385,23727.03385,23727.03385,2.599622641509434,8.65954716981132,69.60294339622641,21478.99,29155.473,30141.71,4680.688,9939.33,8972.648,23,47,4,11,2014,6
2014-11-24,0.0,2639.0,-1.0,2639.0,0.0,27194.37461,27194.37461,27194.37461,2.599622641509434,8.65954716981132,69.60294339622641,20428.668,28110.504,29904.027,2864.6567,10091.313,9047.166,24,48,4,11,2014,0
2014-11-25,0.0,3174.0,0.0,3174.0,0.0,33231.07939,33231.07939,33231.07939,2.599622641509434,8.65954716981132,69.60294339622641,23305.773,25555.79,29750.023,4115.4336,6810.3647,9052.845,25,48,4,11,2014,1
2014-11-26,0.0,2192.0,0.0,2192.0,0.0,23462.21368,23462.21368,23462.21368,2.599622641509434,8.65954716981132,69.60294339622641,28050.83,24747.66,29711.26,4809.559,5080.641,9034.745,26,48,4,11,2014,2
2014-11-27,0.0,2205.0,0.0,2205.0,0.0,23896.62652,23896.62652,23896.62652,2.599622641509434,8.65954716981132,69.60294339622641,27962.557,24578.81,29286.453,4929.5293,5104.2397,9018.414,27,48,4,11,2014,3
2014-11-28,0.0,1769.0,0.0,1769.0,0.0,19590.59853,19590.59853,19590.59853,2.599622641509434,8.65954716981132,69.60294339622641,26863.307,24152.898,28788.836,5518.929,5003.813,8884.812,28,48,4,11,2014,4
2014-11-29,0.0,1277.0,0.0,1277.0,0.0,15588.78147,15588.78147,15588.78147,2.599622641509434,8.65954716981132,69.60294339622641,22316.48,24299.691,28131.861,2370.6538,4824.353,8809.153,29,48,4,11,2014,5
2014-11-30,0.0,1551.0,0.0,1551.0,0.0,16871.01915,16871.01915,16871.01915,2.599622641509434,8.65954716981132,69.60294339622641,19692.002,23812.959,27504.91,4154.8506,5563.8384,9014.768,30,48,4,11,2014,6
2014-12-01,0.0,2877.0,0.0,2877.0,0.0,29072.02457,29072.02457,29072.02457,2.599622641509434,8.65954716981132,69.60294339622641,17350.133,22833.527,27469.076,2043.4768,6153.67,9056.115,1,49,4,12,2014,0
2014-12-02,0.0,3080.0,0.0,3080.0,0.0,30940.45158,30940.45158,30940.45158,2.599622641509434,8.65954716981132,69.60294339622641,20510.607,23101.764,27846.898,7442.071,6410.982,8870.65,2,49,4,12,2014,1
2014-12-03,0.0,2226.0,0.0,2226.0,0.0,23635.10529,23635.10529,23635.10529,2.599622641509434,8.65954716981132,69.60294339622641,25627.832,22774.531,28072.238,7640.9478,5840.8984,8860.153,3,49,4,12,2014,2
2014-12-04,0.0,2661.0,0.0,2661.0,0.0,27303.73694,27303.73694,27303.73694,2.599622641509434,8.65954716981132,69.60294339622641,27882.527,22799.23,27879.217,3795.1548,5844.6553,8892.665,4,49,4,12,2014,3
2014-12-05,0.0,2932.0,0.0,2932.0,0.0,30026.45527,30026.45527,30026.45527,2.599622641509434,8.65954716981132,69.60294339622641,27293.098,23285.959,27707.363,3652.6848,6088.0747,8850.819,5,49,4,12,2014,4
2014-12-06,0.0,2406.0,0.0,2406.0,0.0,24379.15704,24379.15704,24379.15704,2.599622641509434,8.65954716981132,69.60294339622641,26988.432,24776.797,27321.365,3207.32,6306.1924,8467.99,6,49,4,12,2014,5
2014-12-07,0.0,2608.0,0.0,2608.0,0.0,25952.78187,25952.78187,25952.78187,2.599622641509434,8.65954716981132,69.60294339622641,27236.45,26032.564,27047.97,2824.2502,4887.1973,8424.613,7,49,4,12,2014,6
2014-12-08,0.0,2365.0,0.0,2365.0,0.0,23717.82282,23717.82282,23717.82282,2.599622641509434,8.65954716981132,69.60294339622641,26786.13,27329.959,26933.025,2914.4207,2816.5588,8414.919,8,50,4,12,2014,0
2014-12-09,0.0,2596.0,0.0,2596.0,0.0,26313.04783,26313.04783,26313.04783,2.599622641509434,8.65954716981132,69.60294339622641,24683.254,26565.072,27046.203,1148.0927,2986.5085,8345.49,9,50,4,12,2014,1
2014-12-10,0.0,1739.0,0.0,1739.0,0.0,18224.01441,18224.01441,18224.01441,2.599622641509434,8.65954716981132,69.60294339622641,25327.885,25904.016,27334.45,1405.9413,2286.7737,8157.5435,10,50,4,12,2014,2
2014-12-11,0.0,1824.0,0.0,1824.0,0.0,19178.20918,19178.20918,19178.20918,2.599622641509434,8.65954716981132,69.60294339622641,22751.629,25131.002,27486.771,4130.165,3674.8608,7932.8623,11,50,4,12,2014,3
2014-12-12,0.0,1477.0,0.0,1477.0,0.0,15493.93029,15493.93029,15493.93029,2.599622641509434,8.65954716981132,69.60294339622641,21238.424,23970.213,27328.062,4420.5747,4129.3774,8052.9976,12,50,4,12,2014,4
2014-12-13,0.0,2140.0,0.0,2140.0,0.0,21966.78039,21966.78039,21966.78039,2.599622641509434,8.65954716981132,69.60294339622641,17632.05,21894.137,26520.24,1912.1436,4229.051,7981.3755,13,50,4,12,2014,5
2014-12-14,0.0,1616.0,0.0,1616.0,0.0,17385.98429,17385.98429,17385.98429,2.599622641509434,8.65954716981132,69.60294339622641,18879.64,21549.512,25644.256,3246.7375,4088.7615,6880.9097,14,50,4,12,2014,6
2014-12-15,0.0,1694.0,0.0,1694.0,0.0,17517.06248,17517.06248,17517.06248,2.599622641509434,8.65954716981132,69.60294339622641,18282.232,20325.684,25021.625,3328.1965,3824.6943,6749.3022,15,51,4,12,2014,0
2014-12-16,0.0,2100.0,0.0,2117.858,0.0,21603.97146,21603.97146,21781.7573,2.599622641509434,8.65954716981132,69.60294339622641,18956.61,19439.861,24625.22,2607.7085,3620.7434,6831.4507,16,51,4,12,2014,1
2014-12-17,0.0,2446.0,0.0,2446.0,0.0,27206.82529,27206.82529,27206.82529,2.599622641509434,8.65954716981132,69.60294339622641,18894.936,18792.533,24316.55,2500.9207,2379.3994,6740.1196,17,51,4,12,2014,2
2014-12-18,0.0,1635.0,0.0,1635.0,0.0,17065.37407,17065.37407,17065.37407,2.599622641509434,8.65954716981132,69.60294339622641,22168.549,20075.793,23720.867,4856.4473,3935.2905,5521.569,18,51,4,12,2014,3
2014-12-19,0.0,2576.0,0.0,2576.0,0.0,26465.53034,26465.53034,26465.53034,2.599622641509434,8.65954716981132,69.60294339622641,22017.986,19773.959,22993.445,5074.851,4093.4563,4851.32,19,51,4,12,2014,4
2014-12-20,0.0,3614.633,0.0,3614.633,0.0,36415.22009,36415.22009,36415.22009,2.599622641509434,8.65954716981132,69.60294339622641,23579.244,21341.33,23054.158,5653.3394,4277.854,4883.977,20,51,4,12,2014,5
2014-12-21,0.0,2113.0,0.0,2113.0,0.0,22711.36477,22711.36477,22711.36477,2.599622641509434,8.65954716981132,69.60294339622641,26648.709,23405.393,23372.066,9676.224,7150.859,5422.202,21,51,4,12,2014,6
2014-12-22,0.0,2257.0,0.0,2257.0,0.0,23771.3245,23771.3245,23771.3245,2.599622641509434,8.65954716981132,69.60294339622641,28530.705,24166.162,23510.342,7081.4985,6670.903,5347.7173,22,52,4,12,2014,0
2014-12-23,0.0,2304.0,0.0,2304.0,0.0,23432.46056,23432.46056,23432.46056,2.599622641509434,8.65954716981132,69.60294339622641,27632.637,25059.629,23669.523,7624.383,6018.902,5279.3423,23,52,4,12,2014,1
2014-12-24,0.0,3967.0,0.0,3967.0,0.0,39317.12562,39317.12562,39317.12562,2.599622641509434,8.65954716981132,69.60294339622641,23305.05,25295.443,23659.703,541.3444,5900.241,5279.5054,24,52,4,12,2014,2
2014-12-25,0.0,3920.256,0.0,3920.256,0.0,38352.69495,38352.69495,38352.69495,2.599622641509434,8.65954716981132,69.60294339622641,28840.303,27025.486,24063.795,9074.776,7967.433,5977.211,25,52,4,12,2014,3
2014-12-26,0.0,3509.0,0.0,3509.0,0.0,34852.22399,34852.22399,34852.22399,2.599622641509434,8.65954716981132,69.60294339622641,33700.76,30066.531,24234.516,8905.673,7585.579,6311.8486,26,52,4,12,2014,4
2014-12-27,0.0,3756.0,0.0,3756.0,0.0,36902.81406,36902.81406,36902.81406,2.599622641509434,8.65954716981132,69.60294339622641,37507.348,31264.63,24614.184,2349.4243,7584.3438,6599.787,27,52,4,12,2014,5
2014-12-28,0.0,4334.0,0.0,4334.0,0.0,42127.34515,42127.34515,42127.34515,2.599622641509434,8.65954716981132,69.60294339622641,36702.58,31334.287,25047.723,1758.805,7641.555,6967.945,28,52,4,12,2014,6
2014-12-29,0.0,4535.0,0.0,4535.0,0.0,44151.98224,44151.98224,44151.98224,2.599622641509434,8.65954716981132,69.60294339622641,37960.793,34108.0,25798.947,3751.1782,7512.669,7549.8765,29,1,4,12,2014,0
2014-12-30,0.0,5084.0,-1.0,5084.0,0.0,34391.4552,34391.4552,34391.4552,2.599622641509434,8.65954716981132,69.60294339622641,41060.715,37019.52,26751.055,3740.4395,6749.5337,8005.1914,30,1,4,12,2014,1
2014-12-31,0.0,3587.0,0.0,3587.0,0.0,12657.00058,12657.00058,12657.00058,2.599622641509434,8.65954716981132,69.60294339622641,40223.594,38585.09,27335.068,5151.23,3616.5974,7897.9224,31,1,4,12,2014,2
2015-01-01,0.0,3073.0,0.0,3073.0,0.0,30954.73494,30954.73494,30954.73494,2.599622641509434,8.65954716981132,69.60294339622641,30400.146,34776.504,26787.9,16122.388,10397.686,8330.222,1,1,1,1,2015,3
2015-01-02,0.0,2444.0,0.0,2444.0,0.0,25614.42039,25614.42039,25614.42039,2.599622641509434,8.65954716981132,69.60294339622641,26001.064,33719.652,26788.377,11683.3545,10349.472,8330.467,2,1,1,1,2015,4
2015-01-03,0.0,3310.0,0.0,3310.0,0.0,34163.29057,34163.29057,34163.29057,2.599622641509434,8.65954716981132,69.60294339622641,23075.385,32399.965,26854.355,9409.399,10761.741,8312.451,3,1,1,1,2015,5
2015-01-04,0.0,3890.0,0.0,3890.0,0.0,39519.64774,39519.64774,39519.64774,2.599622641509434,8.65954716981132,69.60294339622641,30244.148,32008.604,27083.006,4318.5063,10619.573,8418.9,4,1,1,1,2015,6
2015-01-05,0.0,4254.0,0.0,4254.0,0.0,41791.34369,41791.34369,41791.34369,2.599622641509434,8.65954716981132,69.60294339622641,33099.12,31636.076,27399.445,7013.4287,10244.571,8706.836,5,2,1,1,2015,0
2015-01-06,0.0,1461.0,0.0,1461.0,0.0,15434.55775,15434.55775,15434.55775,2.599622641509434,8.65954716981132,69.60294339622641,38491.426,31298.842,27979.852,3916.5962,9792.794,9071.286,6,2,1,1,2015,1
2015-01-07,0.0,4178.0,0.0,4178.0,0.0,40621.48051,40621.48051,40621.48051,2.599622641509434,8.65954716981132,69.60294339622641,32248.516,28590.713,27629.244,14605.549,11300.194,9351.28,7,2,1,1,2015,2
2015-01-08,0.0,3708.0,0.0,3708.0,0.0,35988.71948,35988.71948,35988.71948,2.599622641509434,8.65954716981132,69.60294339622641,32615.795,32585.639,28192.7,14890.88,9533.332,9613.067,8,2,1,1,2015,3
2015-01-09,0.0,4246.0,0.0,4246.0,0.0,41237.78306,41237.78306,41237.78306,2.599622641509434,8.65954716981132,69.60294339622641,30681.586,33304.78,28515.223,13405.951,9579.558,9709.656,9,2,1,1,2015,4
2015-01-10,0.0,3727.0,0.0,3727.0,0.0,36337.72884,36337.72884,36337.72884,2.599622641509434,8.65954716981132,69.60294339622641,39282.66,35536.688,29282.348,2869.2324,9305.271,9777.429,10,2,1,1,2015,5
2015-01-11,0.0,3808.0,0.0,3808.0,0.0,38714.31636,38714.31636,38714.31636,2.599622641509434,8.65954716981132,69.60294339622641,37854.742,35847.324,29854.332,2934.9902,9288.061,9667.249,11,2,1,1,2015,6
2015-01-12,0.0,5202.0,0.0,5202.0,0.0,50547.21345,50547.21345,50547.21345,2.599622641509434,8.65954716981132,69.60294339622641,38763.277,35732.277,30628.346,2450.394,9239.8545,9403.815,12,3,1,1,2015,0
2015-01-13,0.0,5314.0,-1.0,5314.0,0.0,51634.83538,51634.83538,51634.83538,2.599622641509434,8.65954716981132,69.60294339622641,41866.418,36983.113,31581.025,7611.122,10677.6045,9929.113,13,3,1,1,2015,1
2015-01-14,0.0,5438.0,0.0,5438.0,0.0,53491.10381,53491.10381,53491.10381,2.599622641509434,8.65954716981132,69.60294339622641,46965.453,42154.582,32722.654,7166.359,6418.612,10205.792,14,3,1,1,2015,2
2015-01-15,0.0,4950.0,0.0,4950.0,0.0,48064.87626,48064.87626,48064.87626,2.599622641509434,8.65954716981132,69.60294339622641,51891.05,43993.1,33921.79,1488.5757,7634.3164,10467.633,15,3,1,1,2015,3
2015-01-16,0.0,4724.0,0.0,4724.0,0.0,46246.47859,46246.47859,46246.47859,2.599622641509434,8.65954716981132,69.60294339622641,51063.605,45718.266,34797.895,2757.846,6848.0244,10516.307,16,3,1,1,2015,4
2015-01-17,0.0,3791.0,0.0,3791.0,0.0,37447.68989,37447.68989,37447.68989,2.599622641509434,8.65954716981132,69.60294339622641,49267.484,46433.793,35432.547,3769.0652,6557.35,10616.433,17,3,1,1,2015,5
2015-01-18,0.0,2917.0,322.0,2917.0,0.0,29207.72995,29207.72995,29207.72995,2.599622641509434,8.65954716981132,69.60294339622641,43919.68,46592.36,36111.957,5678.1733,6280.082,10036.847,18,3,1,1,2015,6
2015-01-19,0.0,2090.0,1243.0,2090.0,0.0,20407.41963,20407.41963,20407.41963,2.599622641509434,8.65954716981132,69.60294339622641,37633.965,45234.273,36203.367,8520.901,8792.872,9958.145,19,4,1,1,2015,0
2015-01-20,0.0,1686.0,1469.0,1686.0,0.0,17145.61135,17145.61135,17145.61135,2.599622641509434,8.65954716981132,69.60294339622641,29020.947,40928.59,35669.773,8521.671,12397.988,10366.89,20,4,1,1,2015,1
2015-01-21,0.0,1680.0,3765.0,1680.0,0.0,17042.63354,17042.63354,17042.63354,2.599622641509434,8.65954716981132,69.60294339622641,22253.588,36001.56,35484.246,6239.3853,14161.788,10652.652,21,4,1,1,2015,2
2015-01-22,0.0,4253.0,0.0,4253.0,0.0,41641.68495,41641.68495,41641.68495,2.599622641509434,8.65954716981132,69.60294339622641,18198.555,30794.635,35259.957,1913.6259,13336.103,10973.766,22,4,1,1,2015,3
2015-01-23,0.0,5474.0,1113.0,5474.0,0.0,53268.94671,53268.94671,53268.94671,2.599622641509434,8.65954716981132,69.60294339622641,25276.643,29877.035,35866.93,14172.636,12114.819,10799.213,23,4,1,1,2015,4
2015-01-24,0.0,3712.0,250.0,3712.0,0.0,36699.46598,36699.46598,36699.46598,2.599622641509434,8.65954716981132,69.60294339622641,37317.754,30880.246,36331.992,18496.182,13861.162,11244.163,24,4,1,1,2015,5
2015-01-25,0.0,2380.0,2558.0,2380.0,0.0,24820.57212,24820.57212,24820.57212,2.599622641509434,8.65954716981132,69.60294339622641,43870.03,30773.355,36276.883,8506.531,13804.848,11237.968,25,4,1,1,2015,6
