gas_date,fuel_burn_actual_total_preverified,Forecast_ensemble,Forecast_ARIMAX,Forecast_Prophet,Forecast_LightGBM,Error,Percentage Error,,,
12-01-2016,28509.95,44834.51,47641.69,47326,39535.85,16324.56,39%,,,
13-01-2016,33814.94,41007.45,44655.6,42746.43,35620.33,7192.51,5%,,,
14-01-2016,29241.79,36801.13,39481.2,35328.14,35594.06,7559.34,22%,,,
15-01-2016,33099.78,33633.98,36348.3,32059.38,32494.26,534.2,2%,,,
16-01-2016,46468.44,35695.13,36164.6,31054.02,39866.77,10773.31,14%,,,
17-01-2016,52332.25,39280.19,37847.19,36563.98,43429.39,13052.06,17%,,,
18-01-2016,53155.39,47286.98,45779.35,46387.76,49693.84,5868.41,7%,,,
19-01-2016,45815.23,45862.67,47134.14,47514.42,42939.45,47.44,6%,,,
20-01-2016,40308.83,44835.83,47006.47,46122.26,41378.76,4527,3%,,,
21-01-2016,59460.05,45903,45201.27,43380.85,49126.89,13557.05,17%,,,
22-01-2016,58006.29,48241.18,47118.22,45766.36,51838.96,9765.11,11%,,,
23-01-2016,55562.8,46727.75,49064.58,47276.77,43841.9,8835.05,21%,,,
24-01-2016,40071.24,48332.9,49055.12,50072.69,45870.89,8261.66,14%,,,
25-01-2016,35951.25,50498.14,52219.04,52182.83,47092.54,14546.89,31%,,,
26-01-2016,54112.45,47519.25,47598.67,45386.73,49572.34,6593.2,8%,,,
27-01-2016,53621.53,47417.8,46722.06,43527.46,52003.88,6203.73,3%,,,
28-01-2016,43884.01,47875.09,48226.19,46258.6,49140.49,3991.08,12%,,,
29-01-2016,42418.86,45475.11,46617.31,46608.24,43199.79,3056.25,2%,,,
30-01-2016,27544.49,39605.24,43490.28,42324.23,33001.22,12060.75,20%,,,
31-01-2016,40817.88,37946.6,38527.13,38468.76,36843.9,2871.28,10%,,,
01-02-2016,43756.01,44338.53,47328.83,42766.97,42919.79,582.52,2%,,,
02-02-2016,38119.29,44187.43,47004.26,41587.65,43970.37,6068.14,15%,,,
03-02-2016,49032.38,44696.94,45562.11,40978.11,47550.61,4335.44,3%,,,
04-02-2016,57233.65,45061.87,45802.16,42806.77,46576.68,12171.78,19%,,,
05-02-2016,53032.2,47781.58,47930.68,46777.86,48636.21,5250.62,8%,,,
06-02-2016,33569.88,44662.44,48531.79,47235.55,38219.98,11092.56,14%,,,
07-02-2016,25939.6,45036.69,47196.95,47454.7,40458.42,19097.09,56%,,,
08-02-2016,54445.03,47779.12,47768.35,45433.18,50135.82,6665.91,8%,,,
09-02-2016,53523.32,46428.72,47666.87,44342.27,47277.03,7094.6,12%,,,
10-02-2016,50769.99,51294.67,50192.93,47886.34,55804.74,524.68,10%,,,
11-02-2016,44422.21,48892.57,50157.29,49397.58,47122.84,4470.36,6%,,,
12-02-2016,37020.09,46033.82,47777.23,47704.21,42620.02,9013.73,15%,,,
13-02-2016,36614.33,42829.55,44229.5,42767.91,41491.23,6215.22,13%,,,
14-02-2016,38923.18,39925.5,41289.55,40645.67,37841.29,1002.32,3%,,,
15-02-2016,53106.09,44716.59,45797.29,43829.01,44523.47,8389.5,16%,,,
16-02-2016,54496.27,48998.52,47963.6,47497.09,51534.87,5497.75,5%,,,
17-02-2016,54556.23,50260.07,49189.4,49979.81,51611.02,4296.16,5%,,,
18-02-2016,45436.42,49778.8,49096.46,50996.83,49243.12,4342.38,8%,,,
19-02-2016,45502.09,47729.81,47881.73,50304.79,45002.92,2227.72,1%,,,
20-02-2016,45360.81,46326.46,46215.45,46846.26,45917.68,965.65,1%,,,
21-02-2016,52523.5,45441.58,43636.86,45238.07,47449.79,7081.92,10%,,,
22-02-2016,55017.55,53607.08,50855.34,52831.63,57134.27,1410.47,4%,,,
23-02-2016,53121.92,52977.62,51280.27,53448.4,54204.2,144.3,2%,,,
24-02-2016,53660.21,52406.65,50630.21,52891.92,53697.84,1253.56,0%,,,
25-02-2016,57996.63,52487.76,49763.15,52490.47,55209.66,5508.87,5%,,,
26-02-2016,57909.71,52171.37,50067.44,53611.64,52835.02,5738.34,9%,,,
27-02-2016,40612.13,50337.61,50275.03,53133.33,47604.46,9725.48,17%,,,
28-02-2016,38489.69,48416.27,48583.26,53376.63,43288.92,9926.58,12%,,,
29-02-2016,49692.02,51507.21,50506.39,53757.7,50257.53,1815.19,1%,,,
01-03-2016,53908.46,52151.68,51625.04,49128.08,55701.93,1756.78,3%,,,
02-03-2016,51230.95,53305.6,52705.22,51126.52,56085.06,2074.65,9%,,,
03-03-2016,45985.67,51069.98,52260.06,51860.49,49089.38,5084.31,7%,,,
04-03-2016,49617.37,50234.18,50498.89,51241.14,48962.53,616.81,1%,,,
05-03-2016,44456.1,46850.73,48271.56,48177.51,44103.11,2394.63,1%,,,
06-03-2016,35977.85,45210.75,46550.95,48109.06,40972.23,9232.9,14%,,,
07-03-2016,56316.18,51564.11,50734.61,51515.03,52442.69,4752.07,7%,,,
08-03-2016,53111.95,55355.99,51611.29,52062.01,62394.66,2244.04,17%,,,
09-03-2016,103058.72,60080.11,52038.49,52725.78,75476.05,42978.61,27%,,,
10-03-2016,96813.8,74348.24,64741.5,70667.55,87635.67,22465.56,9%,,,
11-03-2016,69087.96,71297.97,71339.56,79578.93,62975.43,2210.01,9%,,,
12-03-2016,38384.65,68367.55,71946.91,79361.45,53794.27,29982.9,40%,,,
13-03-2016,54992.91,65036.94,64278.41,68882.17,61950.22,10044.03,13%,,,
14-03-2016,52196.7,59483.06,62947.55,61361.3,54140.35,7286.36,4%,,,
15-03-2016,46558.42,56336.65,58704.52,54089.31,56216.12,9778.23,21%,,,
16-03-2016,45894.85,53818.18,57707.14,52996.06,50751.36,7923.33,11%,,,
17-03-2016,49409.27,50432.26,52234.3,49244.02,49818.45,1022.99,1%,,,
18-03-2016,54900.4,49025.92,47881.58,47507.1,51689.06,5874.48,6%,,,
19-03-2016,48418.51,47068.53,47513.73,47857.82,45834.04,1349.98,5%,,,
20-03-2016,54701.15,49401.76,47164.97,49420.56,51619.74,5299.39,6%,,,
21-03-2016,47790.99,53629.6,52896.82,55013.98,52978.01,5838.61,11%,,,
22-03-2016,52038.48,51208.14,50799.86,51205.85,51618.73,830.34,1%,,,
23-03-2016,51526.19,50596.21,50468.6,50060.44,51259.59,929.98,1%,,,
24-03-2016,53227.49,49479.05,49140.71,47987.64,51308.8,3748.44,4%,,,
25-03-2016,55994.01,49588.51,48776.75,48208.03,51780.73,6405.5,8%,,,
26-03-2016,53092.45,49505.78,48549.68,47136.83,52830.82,3586.67,0%,,,
27-03-2016,57019.96,50410.31,47849.35,48226.71,55154.88,6609.65,3%,,,
28-03-2016,56215.74,54150.13,53510.94,53328.3,55611.14,2065.61,1%,,,
29-03-2016,56250.86,51631.81,53074.35,51170.22,50650.86,4619.05,10%,,,
30-03-2016,38185.41,47123.04,52553.27,49497.35,39318.5,8937.63,3%,,,
31-03-2016,17129.87,41171.44,50045.75,46003.23,27465.36,24041.57,60%,,,
01-04-2016,41904.23,49351.57,49126.77,50706.44,48221.5,7447.34,15%,,,
02-04-2016,71815.48,49298.14,44505.74,43490.04,59898.65,22517.34,17%,,,
03-04-2016,65291.28,56003.78,51072.67,55176.21,61762.47,9287.5,5%,,,
04-04-2016,96550.28,71725.86,60749.28,67242.82,87185.49,24824.42,10%,,,
05-04-2016,91475.49,77416.58,69027.51,77345.58,85876.64,14058.91,6%,,,
06-04-2016,82851.04,77410.93,72657.52,80114.8,79460.48,5440.11,4%,,,
07-04-2016,89795.21,79025.6,74703.18,81043.53,81330.08,10769.61,9%,,,
08-04-2016,78021.89,79125.38,76272.99,79658.99,81444.17,1103.49,4%,,,
09-04-2016,40375.75,70648.51,75620.63,75601.35,60723.56,30272.76,50%,,,
10-04-2016,49256.99,64241.52,70785.4,71176.45,50762.72,14984.53,3%,,,
11-04-2016,60430.06,66825.97,68840.52,64817,66820.37,6395.91,11%,,,
12-04-2016,65665.23,62175.78,62303.88,56175.59,68047.85,3489.45,4%,,,
13-04-2016,99586.55,69840.63,62813.3,59342.15,87366.43,29745.92,12%,,,
14-04-2016,94149.95,77861.54,71134.51,72672.55,89777.57,16288.41,5%,,,
15-04-2016,107709.07,86029.13,74232.79,79122.57,104732.02,21679.94,3%,,,
16-04-2016,89185.55,83496.55,78441.01,84101.45,87947.2,5689,1%,,,
17-04-2016,115400.77,91380.1,79262.51,84678.09,110199.7,24020.67,5%,,,
18-04-2016,110727.98,98683.28,91117.6,95984.85,108947.39,12044.7,2%,,,
19-04-2016,107759.28,97631.04,93370.57,95890.52,103632.03,10128.24,4%,,,
20-04-2016,103740.57,96482.86,95345.43,97064.58,97038.59,7257.71,6%,,,
21-04-2016,67448.64,90577.42,93296.09,94017.19,84418.97,23128.78,25%,,,
22-04-2016,90511.8,88682.26,88684.67,88366.87,88995.25,1829.54,2%,,,
23-04-2016,88457.96,84234.95,84214.18,81983.61,86507.06,4223.01,2%,,,
24-04-2016,94440.43,82666.13,80573.34,78979.48,88445.56,11774.3,6%,,,
25-04-2016,104975.01,91581.58,86448.46,87469.68,100826.59,13393.43,4%,,,
26-04-2016,95223.93,92461.33,88027.44,90429.08,98927.48,2762.6,4%,,,
27-04-2016,99987.95,92571.83,86990.57,90065.23,100659.68,7416.12,1%,,,
28-04-2016,108307.25,93617.17,86551.45,90672.04,103628.02,14690.08,4%,,,
29-04-2016,106780.69,94887.58,88599.76,92714.49,103348.48,11893.11,3%,,,
30-04-2016,108296.6,94777.09,90050.4,93663.73,100617.15,13519.51,7%,,,
01-05-2016,103575.86,97637.32,95587.95,97171.44,100152.57,5938.54,3%,,,
02-05-2016,94519.54,99603.99,101253.24,101834.51,95724.2,5084.45,1%,,,
03-05-2016,90141.32,98721.86,99061.47,98455.49,98648.63,8580.54,9%,,,
04-05-2016,96971.14,95802.6,95719.01,93030.08,98658.7,1168.54,2%,,,
05-05-2016,87483.02,91620.96,93183.7,90089.92,91589.27,4137.94,5%,,,
06-05-2016,82213.67,89764.95,90401.1,88425.5,90468.24,7551.28,10%,,,
07-05-2016,102414.91,89825.57,87511.85,85186.54,96778.32,12589.34,6%,,,
08-05-2016,100831.22,90768.7,87372.51,88441.1,96492.48,10062.52,4%,,,
09-05-2016,101907.87,95724.36,94138.02,96276.75,96758.31,6183.51,5%,,,
10-05-2016,106356.22,97258.35,95008.48,96635.57,100131.02,9097.87,6%,,,
11-05-2016,102772.71,97511.16,96312.63,96877.81,99343.02,5261.55,3%,,,
12-05-2016,109987.13,97378.12,96221.38,96610.82,99302.15,12609.01,10%,,,
13-05-2016,86214.1,97536.02,98038.31,98866.2,95703.55,11321.92,11%,,,
14-05-2016,101305.71,96261.95,95959.03,94608.78,98218.04,5043.76,3%,,,
15-05-2016,92972.01,96360.78,94718.28,95463.19,98900.86,3388.77,6%,,,
16-05-2016,95240.71,96172.91,96403.29,95062.69,97052.77,932.2,2%,,,
17-05-2016,102688.37,95976.97,95693.33,94229.53,98008.04,6711.4,5%,,,
18-05-2016,95190.7,95165.33,94762.5,93040.11,97693.38,25.37,3%,,,
19-05-2016,89321.38,93117.46,93447.35,92391.44,93513.57,3796.08,5%,,,
20-05-2016,85084.79,90232.78,90851.84,91119.88,88726.62,5147.99,4%,,,
21-05-2016,91920.85,87862.89,87204.02,84952.74,91431.91,4057.96,1%,,,
22-05-2016,94230.83,87366.94,85356.55,85262.08,91482.2,6863.89,3%,,,
23-05-2016,92942.73,91729.82,91272.65,91414.41,92502.39,1212.91,0%,,,
24-05-2016,104138.58,91544.97,90582.85,90497.83,93554.21,12593.61,10%,,,
25-05-2016,98843.15,93087.02,92013.01,92964.09,94283.95,5756.13,5%,,,
26-05-2016,69745.64,90775.7,91672.23,93279.89,87374.97,21030.06,25%,,,
27-05-2016,83954.34,89158.52,88526.86,90606.67,88342.02,5204.18,5%,,,
28-05-2016,93588.46,86634.68,84180.13,83569.21,92154.69,6953.78,2%,,,
29-05-2016,89859.99,84904.7,82146.44,83394.13,89173.55,4955.29,1%,,,
30-05-2016,88883.66,89185.69,88213.72,91003.94,88339.42,302.03,1%,,,
31-05-2016,89209.03,87481.33,87149.11,89875.82,85419.06,1727.7,4%,,,
01-06-2016,85707.04,87463.4,88675.74,87398.61,86315.86,1756.36,1%,,,
02-06-2016,84872.29,85883.41,86581.27,86223.03,84845.93,1011.12,0%,,,
03-06-2016,83401,85422.57,85807.17,85840.52,84620.01,2021.57,1%,,,
04-06-2016,72810.58,82613.75,83763.88,82730.9,81346.47,9803.17,12%,,,
05-06-2016,82284.8,81477.85,80769.04,82340.06,81324.45,806.95,1%,,,
06-06-2016,87068.37,85026.25,84912.85,86433.26,83732.63,2042.12,4%,,,
07-06-2016,84570.37,84391.13,84416.84,85881.73,82874.82,179.24,2%,,,
08-06-2016,80358.26,83365,83754.87,85851.14,80488.99,3006.74,0%,,,
09-06-2016,75422.46,82503.69,82253.87,84894.06,80363.15,7081.23,7%,,,
10-06-2016,86045.3,81080.19,79318.67,82222.49,81699.42,4965.11,5%,,,
11-06-2016,83063.79,80329.58,78699.38,80915.65,81373.7,2734.21,2%,,,
12-06-2016,71454.9,79222.33,78527.38,82983.67,76155.93,7767.43,7%,,,
13-06-2016,73371.65,83652.68,82689.82,86894.36,81373.86,10281.03,11%,,,
14-06-2016,90726.14,81854.68,78973.11,81418.26,85172.69,8871.46,6%,,,
15-06-2016,90982.12,82144.01,79958.59,82345.12,84128.33,8838.11,8%,,,
16-06-2016,92674.53,84421.09,81873.59,85493.94,85895.74,8253.44,7%,,,
17-06-2016,89810.18,85769.98,82757.56,87152.66,87399.73,4040.2,3%,,,
18-06-2016,77127.79,83558.67,81882.98,84782.58,84010.44,6430.88,9%,,,
19-06-2016,84774,82489.83,79835.05,83999.87,83634.58,2284.17,1%,,,
20-06-2016,90771.02,84475.84,84222.66,86126.52,83078.34,6295.18,8%,,,
21-06-2016,78796.25,84253.87,84285.74,84232.2,84243.68,5457.62,7%,,,
22-06-2016,81068.06,81435.08,82647.16,81931.01,79727.06,367.02,2%,,,
23-06-2016,74997.95,78974.63,80647.42,79565.02,76711.44,3976.68,2%,,,
24-06-2016,75781.25,76225.57,76125.38,74071.76,78479.57,444.32,4%,,,
25-06-2016,85246.81,74634.88,73944.11,70706.58,79253.95,10611.93,7%,,,
26-06-2016,83552.19,74327.81,74411.82,72942.9,75628.71,9224.38,9%,,,
27-06-2016,81790.1,80168.15,80303.05,78584.1,81617.29,1621.95,0%,,,
28-06-2016,56717.74,76072.28,78970.87,76444.23,72801.73,19354.54,28%,,,
29-06-2016,69821.99,70584.29,75061.07,70368.01,66323.78,762.3,5%,,,
30-06-2016,12071.28,58758.1,71212.08,65097.29,39964.93,46686.82,231%,,,
01-07-2016,76432.9,66917.91,65480.48,63761.58,71511.66,9514.99,6%,,,
02-07-2016,80403.89,70060.44,67734.47,66907.17,75539.69,10343.45,6%,,,
03-07-2016,83051.03,72211.42,68224.21,70666.49,77743.56,10839.61,6%,,,
04-07-2016,74016.14,80348.44,76466.74,82143.99,82434.59,6332.3,11%,,,
05-07-2016,82716.63,79253.96,74941.99,79547.88,83272,3462.67,1%,,,
06-07-2016,86892.63,80289.23,75688.58,78573.25,86605.85,6603.4,0%,,,
07-07-2016,86721.17,78848.83,76309.73,78876.97,81359.8,7872.34,6%,,,
08-07-2016,79669.92,80507,79814.3,81947.05,79759.65,837.08,0%,,,
09-07-2016,77326.85,79624.37,78860.85,79749.01,80263.25,2297.52,4%,,,
10-07-2016,77511.22,78464.47,76627.81,78963.59,79802.01,953.25,3%,,,
11-07-2016,81206.33,80255.15,79573.67,80576.06,80615.71,951.18,1%,,,
12-07-2016,80900.64,79809.32,79249.39,79335.91,80842.67,1091.32,0%,,,
13-07-2016,81547.81,79434.63,78619.07,78533.89,81150.94,2113.18,0%,,,
14-07-2016,82739.32,78872.35,77581.25,78251.9,80783.89,3866.97,2%,,,
15-07-2016,79244.91,78507.32,76598.79,78529.97,80393.2,737.59,1%,,,
16-07-2016,75013.72,77624.51,75449.63,76613.79,80810.1,2610.79,8%,,,
17-07-2016,86812.82,77259.92,73776.71,77011.7,80991.36,9552.9,7%,,,
18-07-2016,85002.07,82046.36,80123.6,83279.87,82735.6,2955.71,3%,,,
19-07-2016,81927.07,81891,80128.92,82923.16,82620.92,36.07,1%,,,
20-07-2016,85130.69,80641.8,79401.39,82076.17,80447.86,4488.89,6%,,,
21-07-2016,82461.65,80016.75,78254.07,80909.43,80886.77,2444.9,2%,,,
22-07-2016,77002.32,79248.76,76907.92,80170.63,80667.73,2246.44,5%,,,
23-07-2016,79453.54,77782.16,75531.67,77865.62,79949.2,1671.38,1%,,,
24-07-2016,76413.43,76788.19,73828.08,77750.83,78785.64,374.76,3%,,,
25-07-2016,80154.29,79735.49,77343.19,80710.91,81152.38,418.8,1%,,,
26-07-2016,78312.03,78916.3,76495.71,79563.13,80690.07,604.27,3%,,,
27-07-2016,79385.49,77933.02,75104.13,77645.38,81049.55,1452.47,2%,,,
28-07-2016,82376.13,77031.91,73973.9,77214.57,79907.26,5344.22,3%,,,
29-07-2016,85170.37,77513.21,73627.24,77775.1,81137.31,7657.16,5%,,,
30-07-2016,79571.08,76620.41,74131.3,77693.15,78036.79,2950.67,2%,,,
31-07-2016,79854.8,76387.5,74710.16,79737.99,74714.34,3467.3,6%,,,
01-08-2016,83368.79,82908.87,83951.33,84260.14,80515.13,459.92,3%,,,
02-08-2016,80211.06,81252.53,82733.15,81658.6,79365.83,1041.47,1%,,,
03-08-2016,76101.53,80141.39,81852.3,80097.47,78474.4,4039.86,3%,,,
04-08-2016,79476.35,79677.79,80506.77,78719.02,79807.59,201.44,0%,,,
05-08-2016,74636.17,77388.73,78602.34,77101.3,76462.54,2752.56,2%,,,
06-08-2016,72654.93,74583.58,76309.71,73842.63,73598.39,1928.65,1%,,,
07-08-2016,69794.7,73531.46,74587.64,74375.08,71631.65,3736.76,3%,,,
08-08-2016,68181.2,75563.14,77571.75,76340.26,72777.39,7381.94,7%,,,
09-08-2016,79152.17,74509.12,74796.53,72670.76,76060.07,4643.05,4%,,,
10-08-2016,86065.58,74703.18,75125.91,73352.36,75631.28,11362.4,12%,,,
11-08-2016,83306.28,76017.66,77206,76927.22,73919.75,7288.62,11%,,,
12-08-2016,80519.98,78470.37,77416.33,78719.15,79275.61,2049.61,2%,,,
13-08-2016,66030.95,76755.4,76770.71,77123.89,76371.59,10724.45,16%,,,
14-08-2016,70531.23,72961.45,73791.65,75410.02,69682.68,2430.22,1%,,,
15-08-2016,75837.76,75797.71,76859.09,76867.78,73666.27,40.05,3%,,,
16-08-2016,67407.87,73285.77,75260.3,73584.22,71012.79,5877.9,5%,,,
17-08-2016,73122.47,72995.31,73575.55,72034.26,73376.12,127.16,0%,,,
18-08-2016,69329.49,71892.8,72120.52,71822.27,71735.61,2563.31,3%,,,
19-08-2016,79204.41,70582.9,69213.04,69779.17,72756.48,8621.51,8%,,,
20-08-2016,72746.26,70031.19,69914.86,71202.41,68976.31,2715.07,5%,,,
21-08-2016,65776.44,69919.42,69155.24,72702.84,67900.16,4142.98,3%,,,
22-08-2016,64099.39,73340.08,73632.44,77024.84,69362.96,9240.69,8%,,,
23-08-2016,73587.13,71852.75,69641.24,71250.83,74666.18,1734.38,1%,,,
24-08-2016,87714.31,72749.23,69118.62,70233.05,78896.03,14965.08,10%,,,
25-08-2016,78327.18,72969.83,72758.78,76153.24,69997.46,5357.35,11%,,,
26-08-2016,69907.16,75270.72,73250.4,78194.88,74366.89,5363.56,6%,,,
27-08-2016,66587.78,72292.99,71492.13,75969.22,69417.61,5705.21,4%,,,
28-08-2016,73014.78,70301.51,66966.87,71936.48,72001.18,2713.27,1%,,,
29-08-2016,71448.68,72261.27,71192.42,74964.29,70627.11,812.59,1%,,,
30-08-2016,62662.58,67584.06,70725.34,73648.82,58378.02,4921.48,7%,,,
31-08-2016,72243.48,67889.19,68887.86,71548.51,63231.22,4354.29,12%,,,
01-09-2016,70691.49,70729.06,71119.08,70814.51,70253.6,37.57,1%,,,
02-09-2016,58040.63,68127.51,69512.52,70280.92,64589.08,10086.88,11%,,,
03-09-2016,30842.81,60864.35,67575.64,67726.7,47290.71,30021.54,53%,,,
04-09-2016,57816.84,60199.79,60977,61692.82,57929.54,2382.95,0%,,,
05-09-2016,67519.13,64081,62668.9,62066.31,67507.79,3438.13,0%,,,
06-09-2016,78372.49,66643.63,63127.42,62889.36,73914.1,11728.86,6%,,,
07-09-2016,77104.53,69140.41,67553.86,69712.53,70154.85,7964.12,9%,,,
08-09-2016,75313.99,72776.57,68564.14,72012.42,77753.14,2537.42,3%,,,
09-09-2016,71011.55,70014.01,68064.32,72251.17,69726.54,997.54,2%,,,
10-09-2016,62706.11,67883.13,67044.92,69101.78,67502.7,5177.02,8%,,,
11-09-2016,52393.31,65285.42,66206.94,68459.14,61190.17,12892.11,17%,,,
12-09-2016,65501.11,68738.93,68360.9,68255.18,69600.71,3237.82,6%,,,
13-09-2016,75077.93,67390.7,66162.43,64220.37,71789.29,7687.23,4%,,,
14-09-2016,74087.89,68247.31,67238.77,66069.4,71433.77,5840.58,4%,,,
15-09-2016,72822.43,69830.61,67781.94,68204.14,73505.73,2991.82,1%,,,
16-09-2016,75415.68,70623.65,66909.48,68172.52,76788.96,4792.03,2%,,,
17-09-2016,75273.23,68930.24,66213.17,66091.9,74485.66,6342.99,1%,,,
18-09-2016,80069.15,68991.8,66064.76,67444.01,73466.64,11077.35,8%,,,
19-09-2016,78317.27,75190.74,73570.62,74068.45,77933.15,3126.53,0%,,,
20-09-2016,71300.68,73819.25,73534.6,72522.26,75400.89,2518.57,6%,,,
21-09-2016,70787.82,72293.22,72217.53,70062.68,74599.45,1505.4,5%,,,
22-09-2016,73803.3,69883.87,69850.22,66591.51,73209.87,3919.43,1%,,,
23-09-2016,75660.83,68463.83,67910.14,64227.76,73253.6,7197,3%,,,
24-09-2016,71170.95,67802.87,67584.11,63042.3,72782.21,3368.08,2%,,,
25-09-2016,74901.37,68400.37,66349.27,63772.84,75078.99,6501,0%,,,
26-09-2016,69394.62,71269.52,71236.12,68134.06,74438.37,1874.9,7%,,,
27-09-2016,71227.15,69083.93,69037.67,64311.32,73902.8,2143.22,4%,,,
28-09-2016,76485.38,67033.27,68017.16,62182.24,70900.41,9452.11,7%,,,
29-09-2016,72343.23,66568.83,67665.88,61457.62,70582.99,5774.4,2%,,,
30-09-2016,64975.24,63645.59,66858.46,61073.3,63005,1329.65,3%,,,
01-10-2016,79860.28,70920.43,70485.25,70565.03,71711.02,8939.85,10%,,,
02-10-2016,84981.38,72986.32,70659.44,72516.57,75782.95,11995.06,11%,,,
03-10-2016,73770.76,76853.3,78408.63,80226.26,71925,3082.54,3%,,,
04-10-2016,82053.96,80132.84,78623.67,78988.74,82786.12,1921.12,1%,,,
05-10-2016,95345.74,80474.14,78674.19,77626.23,85121.99,14871.6,11%,,,
06-10-2016,88778.93,77934.16,80833,79938.66,73030.81,10844.77,18%,,,
07-10-2016,78144.95,80056.72,81893.4,81686.28,76590.5,1911.77,2%,,,
08-10-2016,68572.13,75703.26,81371.09,79279.85,66458.84,7131.13,3%,,,
09-10-2016,49334.35,69147.75,76629.42,74339.61,56474.22,19813.4,14%,,,
10-10-2016,69010.5,71735.83,75367.61,70160.71,69679.16,2725.33,1%,,,
11-10-2016,77527.28,70018.8,72473.56,65008.35,72574.48,7508.48,6%,,,
12-10-2016,81998.32,73013.59,73100.88,65890.75,80049.14,8984.73,2%,,,
13-10-2016,75585.68,72871.87,74256.13,70057.47,74302.02,2713.81,2%,,,
14-10-2016,72986.19,71900.6,72801.39,70074.83,72825.57,1085.59,0%,,,
15-10-2016,73474.83,69085.83,71146.67,67275.22,68835.6,4389,6%,,,
16-10-2016,67345.29,67708.9,68814.13,65804.11,68508.46,363.61,2%,,,
17-10-2016,79729.44,73040.26,73907.23,69391.37,75822.19,6689.18,5%,,,
18-10-2016,79146.18,71897.58,74764.25,69693.7,71234.8,7248.6,10%,,,
19-10-2016,78695.86,70802.84,74669.87,69504.37,68234.29,7893.02,13%,,,
20-10-2016,68078.28,70887.44,73855.31,69623.94,69183.07,2809.16,2%,,,
21-10-2016,28264.33,63534.73,71889.08,68036.01,50679.09,35270.4,79%,,,
22-10-2016,21225.02,50564.7,64921.2,58474.9,28297.99,29339.68,33%,,,
23-10-2016,19762.78,41308.31,53145.34,45593.71,25185.86,21545.53,27%,,,
24-10-2016,41847.39,38286.36,45699.34,33694.71,35465.02,3561.03,15%,,,
25-10-2016,41634.05,39918.27,45314.8,36224.2,38215.8,1715.78,8%,,,
26-10-2016,41722.65,39854.04,44576.53,38870.75,36114.83,1868.61,13%,,,
27-10-2016,36514.45,38811.85,41991.26,39696.61,34747.69,2297.4,5%,,,
28-10-2016,34399.33,37416.8,38684.06,38791.18,34775.16,3017.47,1%,,,
29-10-2016,37210.01,36232.27,36901.1,35655.51,36140.21,977.74,3%,,,
30-10-2016,38826.37,36242.11,35520.25,35727.52,37478.57,2584.26,3%,,,
31-10-2016,47927.06,41959.48,41660.83,41558.32,42659.28,5967.58,11%,,,
01-11-2016,41903.42,45723.57,47385.92,43928.51,45856.28,3820.15,9%,,,
02-11-2016,50663.24,44671.79,46579.58,43142.28,44293.51,5991.45,13%,,,
03-11-2016,50191.07,46153.24,47410.82,45034.5,46014.4,4037.83,8%,,,
04-11-2016,41941.17,45413.04,47362.93,45571.31,43304.89,3471.87,3%,,,
05-11-2016,39355.28,44555.58,46571.6,43879.09,43216.05,5200.3,10%,,,
06-11-2016,43280.74,43607.24,44199.51,42875.96,43746.23,326.5,1%,,,
07-11-2016,45393.24,45408.73,47842.21,45170.34,43213.66,15.49,5%,,,
08-11-2016,48125,45088.47,47185.83,44201.6,43877.97,3036.53,9%,,,
09-11-2016,43511.06,46211.55,47487.23,44446.03,46701.4,2700.49,7%,,,
10-11-2016,45084.15,45625.84,45977.92,43498.97,47400.63,541.69,5%,,,
11-11-2016,51981.53,45001.21,44542.53,43027.04,47434.04,6980.32,9%,,,
12-11-2016,40722.14,44959.88,44872.81,42552.83,47454.01,4237.74,17%,,,
13-11-2016,45728.77,44567.06,43657.79,43407.98,46635.41,1161.71,2%,,,
14-11-2016,58738.11,50341.95,48794.73,48107.69,54123.44,8396.16,8%,,,
15-11-2016,57721.61,49553.49,49959.79,48560.71,50139.98,8168.12,13%,,,
16-11-2016,31028.98,48513.25,51259.95,50222.76,44057.04,17484.27,42%,,,
17-11-2016,40290.9,46791.48,49022.65,47817.14,43534.64,6500.58,8%,,,
18-11-2016,41557.35,43926.16,45104.03,42844.65,43829.8,2368.81,5%,,,
19-11-2016,44150.36,38645.53,40318.2,35454.34,40164.06,5504.83,9%,,,
20-11-2016,43921.93,40516.49,40543.17,38790.74,42215.57,3405.44,4%,,,
21-11-2016,51371.71,44964.25,45944.93,44157.8,44790.01,6407.46,13%,,,
22-11-2016,30000.64,44323.23,46454.04,45203.66,41312,14322.59,38%,,,
23-11-2016,30000.64,39018.26,43406.01,41901.63,31747.14,9017.62,6%,,,
24-11-2016,30000.64,36077.02,40720.08,38425.68,29085.29,6076.38,3%,,,
25-11-2016,30000.64,30949.48,34425.81,30444.68,27977.96,948.84,7%,,,
26-11-2016,30000.64,29251.71,32694.45,28570.44,26490.24,748.93,12%,,,
27-11-2016,30000.64,29438.57,30853.11,29876.04,27586.55,562.07,8%,,,
28-11-2016,1616.41,31186.76,35047.52,34602.38,23910.38,29570.35,1379%,,,
29-11-2016,52235.59,34258.3,29951.38,29608.73,43214.79,17977.29,17%,,,
30-11-2016,35686.12,35271.65,34447.74,35545.91,35821.3,414.47,0%,,,
01-12-2016,38371.57,37296.57,38595.76,36666.43,36627.52,1075,5%,,,
