gas_date,fuel_burn_actual_total_preverified,Forecast_ensemble,Forecast_ARIMAX,Forecast_Prophet,Forecast_LightGBM,Error,Percentage Error,,,
11-03-2018,29215.31,34387.76,34570.73,36146.39,32446.16,5172.45,11%,,,
12-03-2018,40914.18,35758.75,36592.57,36440.46,34243.23,5155.43,16%,,,
13-03-2018,35822.41,36738.67,37510.79,38371.85,34333.36,916.26,4%,,,
14-03-2018,31746.08,37327.06,37443.35,38516.74,36021.1,5580.98,13%,,,
15-03-2018,21796.49,36340.62,36285.8,37814,34922.06,14544.13,60%,,,
16-03-2018,36945.47,33326.4,32162.23,33535.1,34281.87,3619.07,7%,,,
17-03-2018,44585.39,33132.31,31937.47,32078.76,35380.69,11453.08,21%,,,
18-03-2018,40287.62,36500.82,34333.27,37241.91,37927.29,3786.8,6%,,,
19-03-2018,40678.98,42492.86,40992.57,44057.48,42428.52,1813.88,4%,,,
20-03-2018,39069.22,40745.25,40295.68,42434.35,39505.72,1676.03,1%,,,
21-03-2018,37888.39,38011,38661.92,39104.17,36266.92,122.61,4%,,,
22-03-2018,30251.3,36613.7,37890.56,37760.74,34189.82,6362.4,13%,,,
23-03-2018,32927.7,36604.32,36592.33,35918.86,37301.79,3676.62,13%,,,
24-03-2018,43143.47,34919.99,34526.15,32103.76,38130.05,8223.48,12%,,,
25-03-2018,43780.9,36469.59,34622.89,34888.38,39897.49,7311.31,9%,,,
26-03-2018,48201.53,42182.62,41395.77,41950.75,43201.33,6018.91,10%,,,
27-03-2018,44951.31,41859.66,42187.03,42219.31,41172.63,3091.65,8%,,,
28-03-2018,39127.11,40515.8,41662.34,40517.75,39367.3,1388.69,1%,,,
29-03-2018,33091.44,38543.53,40544.76,38785.9,36299.94,5452.09,10%,,,
30-03-2018,28600.65,35123.09,37980.43,35049.91,32338.93,6522.44,13%,,,
31-03-2018,26977.46,32726.94,34521.14,28796.62,34863.07,5749.48,29%,,,
01-04-2018,34972.16,36536.64,36402.18,38980.64,34227.1,1564.48,2%,,,
02-04-2018,51768.93,42527.67,41351.63,43669.05,42562.34,9241.26,18%,,,
03-04-2018,52641.59,49117.51,44938.77,48427.36,53986.4,3524.08,3%,,,
04-04-2018,57362.03,51507.54,47150.55,51381.27,55990.8,5854.49,2%,,,
05-04-2018,45620.05,50794.71,48809.09,53494.87,50080.18,5174.66,10%,,,
06-04-2018,47076.18,50038.2,48190.35,52275.68,49648.56,2962.02,5%,,,
07-04-2018,59375.96,50337.27,47559.6,49193.63,54258.58,9038.69,9%,,,
08-04-2018,82677.68,53794.69,48658.05,51289.57,61436.44,28882.99,26%,,,
09-04-2018,80822.37,69901.9,62517.87,66635.75,80552.09,10920.47,0%,,,
10-04-2018,61464.25,65830.9,66584.74,70910.59,59997.38,4366.65,2%,,,
11-04-2018,49351.7,65301.38,66255.77,69398.19,60250.19,15949.68,22%,,,
12-04-2018,56928.27,63027.96,61368.34,61879.37,65836.16,6099.69,16%,,,
13-04-2018,55139.72,55632.18,56497.75,54074.26,56324.55,492.46,2%,,,
14-04-2018,57756.42,54843.73,54897.88,50396.88,59236.43,2912.69,3%,,,
15-04-2018,53253.86,55544.94,54698.67,52925.81,59010.35,2291.08,11%,,,
16-04-2018,56160.35,57408.61,57866.89,56701,57657.94,1248.26,3%,,,
17-04-2018,48357.47,52652.54,55606.21,54971.65,47379.76,4295.07,2%,,,
18-04-2018,45091.13,51305.21,53036.62,51635.61,49243.41,6214.08,9%,,,
19-04-2018,45155.08,48605.67,51104.27,49495.18,45217.57,3450.59,0%,,,
20-04-2018,30310.26,45209.05,47534.56,45908.3,42184.29,14898.79,39%,,,
21-04-2018,34534.81,40954.53,44004.75,41385.24,37473.6,6419.72,9%,,,
22-04-2018,35529.88,38956.81,40338.05,40097.63,36434.74,3426.93,3%,,,
23-04-2018,46254.35,42839.86,42433.34,41534.25,44551.99,3414.49,4%,,,
24-04-2018,39406.2,43147.29,43459.57,44282.24,41700.07,3741.09,6%,,,
25-04-2018,43226.85,43402.34,42356.64,43735.77,44114.62,175.49,2%,,,
26-04-2018,32437.17,41995.42,41848.61,44463.42,39674.23,9558.25,22%,,,
27-04-2018,32678.88,38176.12,38647.77,41769.36,34111.23,5497.24,4%,,,
28-04-2018,29934.66,37775.37,36962.5,38976.07,37387.53,7840.71,25%,,,
29-04-2018,31595.28,33760.74,33282.85,36474.85,31524.53,2165.46,0%,,,
30-04-2018,36927.81,38361.48,37982.47,41179.69,35922.27,1433.67,3%,,,
01-05-2018,67662.05,45106.25,41579.48,41225.8,52513.47,22555.8,22%,,,
02-05-2018,99693.48,62470.45,49595.88,52121.23,85694.23,37223.03,14%,,,
03-05-2018,87249.16,72064.16,62120.79,69597.52,84474.16,15185,3%,,,
04-05-2018,73267.52,72738.67,67948.18,77626.4,72641.43,528.85,1%,,,
05-05-2018,68548.66,72613.84,69342.16,77106.35,71393.01,4065.18,4%,,,
06-05-2018,68257.13,68088.49,65978.37,71548.43,66738.65,168.64,2%,,,
07-05-2018,75845.61,71807.82,69456.66,71205.55,74761.25,4037.79,1%,,,
08-05-2018,71401.61,71151.56,70978.86,71101.53,71374.28,250.05,0%,,,
09-05-2018,78790.52,70967.53,70433.3,70142.86,72326.44,7822.99,8%,,,
10-05-2018,93199.87,73293.85,69517.85,71554.58,78809.14,19906.02,15%,,,
11-05-2018,79665.41,76990.99,72199,76841.43,81932.54,2674.42,3%,,,
12-05-2018,79487.36,76168.88,72181.43,76193.71,80131.51,3318.48,1%,,,
13-05-2018,79893.05,76530.43,71854.16,77729.25,80007.9,3362.62,0%,,,
14-05-2018,83657.66,78462.14,74646.73,77788.51,82951.17,5195.52,1%,,,
15-05-2018,85265.95,78309.4,74950.91,77321.07,82656.22,6956.55,3%,,,
16-05-2018,83098.43,78261.89,75551.24,77315.23,81919.2,4836.54,1%,,,
17-05-2018,76495.87,76211.82,74994.56,76866.75,76774.15,284.05,0%,,,
18-05-2018,74487.25,75332.22,72856.1,75683.94,77456.61,844.97,4%,,,
19-05-2018,74647.01,72408.69,70396.74,71387.83,75441.49,2238.32,1%,,,
20-05-2018,83495.6,70989.2,67715.19,69987.11,75265.29,12506.4,10%,,,
21-05-2018,80414.68,77225.06,74790.5,77348.66,79536.03,3189.62,1%,,,
22-05-2018,77190.24,76124.03,74558.38,76746.09,77067.63,1066.21,0%,,,
23-05-2018,78007.8,75988.57,73525.77,75539.99,78899.95,2019.23,1%,,,
24-05-2018,81762.8,74583.94,71524.49,73340.67,78886.68,7178.86,4%,,,
25-05-2018,79796.05,74189.87,71398.89,73902.6,77268.13,5606.18,3%,,,
26-05-2018,77249.71,73906.95,71171.1,72904.51,77645.25,3342.76,1%,,,
27-05-2018,73562.04,74986.48,70683.35,74604.96,79671.13,1424.44,8%,,,
28-05-2018,77082.45,76987.01,74717.65,77981.88,78261.51,95.44,2%,,,
29-05-2018,81865.34,76292.18,73582.03,75755.48,79539.04,5573.16,3%,,,
30-05-2018,56242.72,73944.79,74380.37,76361.49,71092.52,17702.07,26%,,,
31-05-2018,80241.4,69290.16,72053.44,74026.27,61790.78,10951.24,23%,,,
01-06-2018,82345.46,77329.26,75861.03,75357.08,80769.66,5016.2,2%,,,
02-06-2018,77015.49,75066.04,75109.47,74064.25,76024.41,1949.45,1%,,,
03-06-2018,68323.59,75223.13,74763.29,77458.34,73447.76,6899.54,7%,,,
04-06-2018,61624.28,77851.43,78652.12,80763.92,74138.25,16227.15,20%,,,
05-06-2018,63164,72190.38,74256.82,74489.61,67824.71,9026.38,7%,,,
06-06-2018,62143.58,70240.89,69775.48,68891.85,72055.35,8097.31,16%,,,
07-06-2018,74993.27,69193.51,67711.49,66406.77,73462.28,5799.76,2%,,,
08-06-2018,68666.28,70036.04,69112.4,70790.22,70205.49,1369.76,2%,,,
09-06-2018,70713.6,67850.65,67832.32,70029.96,65689.67,2862.95,7%,,,
10-06-2018,64706.45,69484.9,66972.85,72517.16,68964.68,4778.45,7%,,,
11-06-2018,74567.37,73594.19,70356.06,74821.88,75604.64,973.18,1%,,,
12-06-2018,76824.78,74212.84,71055.24,74827.09,76756.18,2611.94,0%,,,
13-06-2018,77410.21,74688.83,71759.4,75036.45,77270.64,2721.38,0%,,,
14-06-2018,73917.48,75446.11,72326.91,75946.03,78065.38,1528.63,6%,,,
15-06-2018,82237.5,75277.7,71203.7,75387.51,79241.9,6959.8,4%,,,
16-06-2018,84471.55,75514.5,71971.13,75151.36,79421,8957.05,6%,,,
17-06-2018,93339.19,77577.59,72820.49,78129.23,81783.05,15761.6,12%,,,
18-06-2018,84867.99,84288.72,81830.76,87062.32,83973.07,579.27,1%,,,
19-06-2018,73716.89,82723.36,81580.61,85212.03,81377.43,9006.47,10%,,,
20-06-2018,74277.11,79288.83,79800.21,81793.18,76273.1,5011.72,3%,,,
21-06-2018,85206.03,75660.18,75652.78,75293.18,76034.58,9545.85,11%,,,
22-06-2018,76788.92,75273.35,75319.72,74686.59,75813.75,1515.57,1%,,,
23-06-2018,74684,74098.41,74278.5,72586.26,75430.48,585.59,1%,,,
24-06-2018,64277.22,73766.25,72746.8,73080.81,75471.15,9489.03,17%,,,
25-06-2018,77071.27,73066.64,73651.44,72251.04,73297.45,4004.63,5%,,,
26-06-2018,76965.39,72921.83,72253.83,69646.57,76865.1,4043.56,0%,,,
27-06-2018,79927.54,71342.57,71801.99,68026.45,74199.27,8584.97,7%,,,
28-06-2018,77798.78,73661.07,72148.92,68686.85,80147.44,4137.71,3%,,,
29-06-2018,74872.34,71147.86,70772.99,67793.49,74877.12,3724.48,0%,,,
30-06-2018,78988.24,68080.95,69753.61,65146.94,69342.3,10907.29,12%,,,
01-07-2018,73479.96,75977.84,74311.61,78294.94,75326.99,2497.88,3%,,,
02-07-2018,75457.49,79669.82,79291.84,81805.52,77912.08,4212.33,3%,,,
03-07-2018,72641.5,77767.81,78246.15,79453.68,75603.59,5126.31,4%,,,
04-07-2018,77521.54,75218.16,76037.78,75613.71,74003,2303.38,5%,,,
05-07-2018,76874.89,75391.24,75694.26,75571.23,74908.21,1483.65,3%,,,
06-07-2018,63429.37,73716.55,74963.85,75349.41,70836.38,10287.18,12%,,,
07-07-2018,54070.17,69948.22,73106.06,72190.78,64547.82,15878.05,19%,,,
08-07-2018,62569.29,66835.68,68194.97,68325.11,63986.95,4266.39,2%,,,
09-07-2018,74630.07,72342.85,69762.44,67949.52,79316.6,2287.22,6%,,,
10-07-2018,79206,72175.81,70948.49,69611.65,75967.27,7030.19,4%,,,
11-07-2018,74505.15,72815.17,73265.56,73175.99,72003.97,1689.98,3%,,,
12-07-2018,80549.24,75021.61,72629.78,73536.74,78898.32,5527.63,2%,,,
13-07-2018,84225.97,75267.19,72652.31,74732.53,78416.71,8958.78,7%,,,
14-07-2018,79535.83,76325.88,73681.07,74712.02,80584.56,3209.95,1%,,,
15-07-2018,82770.55,77030.69,74223.78,77097.02,79771.27,5739.86,4%,,,
16-07-2018,82745.16,82203.41,80506.54,82707.61,83396.09,541.75,1%,,,
17-07-2018,79918.34,79969.18,79642.15,80596.65,79668.74,50.84,0%,,,
18-07-2018,76258.76,78503.84,78689.37,79198.21,77623.95,2245.08,2%,,,
19-07-2018,74130.96,76915.78,77182.86,77522.71,76041.78,2784.82,3%,,,
20-07-2018,77345.26,74843.15,74720.06,75296.02,74513.36,2502.11,4%,,,
21-07-2018,70835.57,72853.77,72819.66,72645.37,73096.27,2018.2,3%,,,
22-07-2018,78489.63,71811.51,70890.38,73069,71475.16,6678.12,9%,,,
23-07-2018,81061.44,77283.31,76339.55,78953.41,76556.99,3778.13,6%,,,
24-07-2018,82310.16,77477.54,75905.54,78239.12,78287.95,4832.62,5%,,,
25-07-2018,79851.57,78514.92,76047.55,78518.78,80978.43,1336.65,1%,,,
26-07-2018,78762.86,77499.12,75291.44,77940.52,79265.39,1263.74,1%,,,
27-07-2018,81152.43,76288.49,74332.01,77401.39,77132.07,4863.94,5%,,,
28-07-2018,77495.45,74956.2,73281.17,75204.68,76382.73,2539.25,1%,,,
29-07-2018,72554.01,74295.55,72393.58,76274.43,74218.63,1741.54,2%,,,
30-07-2018,68769.54,74796.98,76703.01,79951.82,67736.1,6027.44,2%,,,
31-07-2018,31516.45,68037.53,73456.51,75020.71,55635.37,36521.08,77%,,,
01-08-2018,5919.66,55889.34,70722.99,66456.24,30488.8,49969.68,415%,,,
02-08-2018,35404.5,52677.94,57962.05,51063.8,49007.98,17273.44,38%,,,
03-08-2018,38455.47,40021.37,47615.17,38896.75,33552.2,1565.9,13%,,,
04-08-2018,34367.27,39248.07,45129.94,38310.67,34303.61,4880.8,0%,,,
05-08-2018,36863.21,40546.56,42419.61,41373.32,37846.75,3683.35,3%,,,
06-08-2018,39947.27,43824.68,45357.05,45804.98,40312.02,3877.41,1%,,,
07-08-2018,37673.27,43041.2,42855.98,44104.92,42162.69,5367.93,12%,,,
08-08-2018,39119.97,41216.69,42175.21,42858.4,38616.45,2096.72,1%,,,
09-08-2018,40603.14,40855.91,42708.72,43071.2,36787.8,252.77,9%,,,
10-08-2018,39194.61,40217.28,41861.89,42936.21,35853.74,1022.67,9%,,,
11-08-2018,34933.85,38933.6,40742.44,41164.57,34893.78,3999.75,0%,,,
12-08-2018,35596.85,39192.15,39287.82,41929.13,36359.51,3595.3,2%,,,
13-08-2018,36062.15,43393.35,43226.46,45203.78,41749.79,7331.2,16%,,,
14-08-2018,39078.71,41478.92,41095.86,42096.23,41244.67,2400.21,6%,,,
15-08-2018,39598.38,39488.19,40680.65,41743.25,36040.67,110.19,9%,,,
16-08-2018,40322.63,40054.45,40007.28,41855.79,38300.29,268.18,5%,,,
17-08-2018,37402.84,40135.27,39134.76,42269.5,39001.54,2732.43,4%,,,
18-08-2018,36242.02,38933.78,37776.24,40319.76,38705.33,2691.76,7%,,,
19-08-2018,40540.28,39231.37,36322.65,41122.44,40249.02,1308.91,1%,,,
20-08-2018,73745.37,46662.37,41495.27,46034.39,52457.45,27083,29%,,,
21-08-2018,73735.52,59779.2,50144.89,56763.92,72428.78,13956.32,2%,,,
22-08-2018,71526.45,64382.55,55507.5,63629.4,74010.74,7143.9,3%,,,
23-08-2018,58994.8,63305.09,57235.06,65976.57,66703.64,4310.29,13%,,,
24-08-2018,71148.06,63169.37,56407,64527.44,68573.68,7978.69,4%,,,
25-08-2018,70631.56,62708.67,56717.78,62623.12,68785.12,7922.89,3%,,,
26-08-2018,74475.14,64736.81,57317.83,64450.72,72441.88,9738.33,3%,,,
27-08-2018,79777.87,70718.03,65181.02,72246.67,74726.4,9059.84,6%,,,
28-08-2018,77236.8,71246.74,65976.9,73037.59,74725.74,5990.06,3%,,,
29-08-2018,70718.39,71804.3,65664.84,72611.65,77136.41,1085.91,9%,,,
30-08-2018,74387.04,69179.54,64460.96,71569.25,71508.42,5207.5,4%,,,
31-08-2018,72655.41,67774.45,63504.81,70270.8,69547.74,4880.96,4%,,,
01-09-2018,75735.67,69164.76,66608.2,67785.35,73100.73,6570.91,3%,,,
02-09-2018,74977.21,69674.06,66625.44,70311.54,72085.19,5303.15,4%,,,
03-09-2018,80775.36,74842.22,71904.3,75189.16,77433.2,5933.14,4%,,,
04-09-2018,79222.87,75541.04,72431.33,75516.61,78675.18,3681.83,1%,,,
05-09-2018,79456.5,75689.68,72153.46,74716.2,80199.38,3766.82,1%,,,
06-09-2018,80556.54,74555.46,72007.74,74518.1,77140.54,6001.08,4%,,,
07-09-2018,73848.73,74007.73,71510.69,74233.35,76279.15,159,3%,,,
08-09-2018,80869.11,72857.9,70565.91,71873.4,76134.39,8011.21,6%,,,
09-09-2018,72579,73214.09,70289.57,73552.18,75800.53,635.09,4%,,,
10-09-2018,75041.83,75713.54,74493.36,76409.03,76238.22,671.71,2%,,,
11-09-2018,81603.21,74549.38,73600.06,74550.82,75497.25,7053.83,7%,,,
12-09-2018,79873.92,73729.12,73210.19,73133.47,74843.69,6144.8,6%,,,
13-09-2018,81758.44,74066.06,73276.76,73515.03,75406.39,7692.38,8%,,,
14-09-2018,83130.82,76026.97,73125.93,74012.86,80942.14,7103.85,3%,,,
15-09-2018,94226.91,75526.16,73243.09,72600.65,80734.75,18700.75,14%,,,
16-09-2018,88449.83,80002.94,75984.5,78167.72,85856.6,8446.89,3%,,,
17-09-2018,87714.12,83783.94,82912.45,84058.19,84381.19,3930.18,4%,,,
18-09-2018,89663.12,83707.87,83371.59,82770.9,84981.12,5955.25,5%,,,
19-09-2018,86858.79,81106.65,82379.62,79534.57,81405.76,5752.14,6%,,,
20-09-2018,68841.23,79116.08,81645.74,78196.86,77505.63,10274.85,13%,,,
21-09-2018,56503.71,70774.67,79182.68,75323.83,57817.5,14270.96,2%,,,
22-09-2018,43924.66,62421.02,73145.44,65999.61,48117.99,18496.36,10%,,,
23-09-2018,43550.88,56317.72,63457.23,55708.84,49787.08,12766.84,14%,,,
24-09-2018,87652.54,64343.41,61763.19,52221.8,79045.24,23309.13,10%,,,
25-09-2018,90941.54,68343.42,67572.16,60967.1,76491.01,22598.12,16%,,,
26-09-2018,71444.46,72308.48,72726.43,69496.42,74702.58,864.02,5%,,,
27-09-2018,57782,68400.51,71739.64,70316.19,63145.7,10618.51,9%,,,
28-09-2018,61991.19,64645.83,67234.79,64174.95,62527.75,2654.64,1%,,,
29-09-2018,67614.46,58735.32,61276.22,53161.34,61768.4,8879.14,9%,,,
30-09-2018,65760.81,58496.31,60624.13,52949.98,61914.83,7264.5,6%,,,
01-10-2018,75494.56,72227.37,72876.17,71457.37,72348.58,3267.19,4%,,,
02-10-2018,71063.84,72895.72,73231.93,72425.13,73030.11,1831.88,3%,,,
03-10-2018,70339.93,70974.29,71431.33,70877.84,70613.7,634.36,0%,,,
04-10-2018,78684.77,71195.75,70539.59,70015.76,73031.9,7489.02,7%,,,
05-10-2018,83650.54,72710.17,71321.84,70641.63,76167.05,10940.37,9%,,,
06-10-2018,75538.1,73555.32,73392.24,71827.46,75446.25,1982.78,0%,,,
07-10-2018,75220.4,74191.99,72997.18,73253.82,76324.96,1028.41,1%,,,
08-10-2018,81647.76,77508.62,78159.13,77005.72,77361.02,4139.14,5%,,,
09-10-2018,77938.76,75046.05,77049.54,74001.48,74087.13,2892.71,5%,,,
10-10-2018,65849.52,74109.31,76654.83,72554.94,73118.15,8259.79,11%,,,
11-10-2018,42777.91,68781.12,74993.42,70361.71,60988.24,26003.21,43%,,,
12-10-2018,66859.38,65216.97,68530.17,62515.49,64605.25,1642.41,3%,,,
13-10-2018,63771.28,60651.95,64473.78,56687.93,60794.16,3119.33,5%,,,
14-10-2018,73418.05,60669.71,62388.74,56924.21,62696.19,12748.34,15%,,,
15-10-2018,52800.22,65498.69,69772.51,66096.93,60626.63,12698.47,15%,,,
16-10-2018,21768.94,56576.78,66113.41,61736.31,41880.61,34807.84,92%,,,
17-10-2018,28393.04,51225.73,58820.86,53204.68,41651.66,22832.69,47%,,,
18-10-2018,17590.69,37931.34,48212.62,39296.09,26285.31,20340.65,49%,,,
19-10-2018,18493.93,29590.45,39188.54,27865.43,21717.39,11096.52,17%,,,
20-10-2018,21480.55,28116.58,34744.36,24501.87,25103.51,6636.03,17%,,,
21-10-2018,25196.87,25723.96,29530.25,22642.38,24999.23,527.09,1%,,,
22-10-2018,28765.05,30970.72,32664.38,28867.42,31380.36,2205.67,9%,,,
23-10-2018,23166.14,31124.58,31409.87,29247.45,32716.41,7958.44,41%,,,
24-10-2018,33966.3,29836.58,30342.44,27858.86,31308.44,4129.72,8%,,,
25-10-2018,37601.45,31840.83,30895.54,29635.32,34991.65,5760.62,7%,,,
26-10-2018,21791.19,29807.28,32203.97,32097.31,25120.56,8016.09,15%,,,
27-10-2018,27994.91,29629.53,30967.64,30202.6,27718.36,1634.62,1%,,,
28-10-2018,29099.97,29235.58,29278.76,30278.24,28149.76,135.61,3%,,,
29-10-2018,39983.85,33643.51,32563.89,32225.63,36141.01,6340.34,10%,,,
30-10-2018,41775.97,37816.32,34736.86,35176.15,43535.93,3959.65,4%,,,
31-10-2018,46503.36,38766.12,36363.65,37032.65,42902.07,7737.24,8%,,,
01-11-2018,41925.34,40166.04,41867.12,39815.71,38815.3,1759.3,7%,,,
02-11-2018,42151.81,40172.19,41113.47,39951.57,39451.52,1979.62,6%,,,
03-11-2018,34943.95,38401.45,41074.72,38598.24,35531.37,3457.5,2%,,,
04-11-2018,21255.93,36275.86,39066.56,37897.4,31863.6,15019.93,50%,,,
05-11-2018,39364.02,40624.69,41925.4,39336.01,40612.66,1260.67,3%,,,
06-11-2018,36048.21,36872.83,40266.92,36565.39,33786.17,824.62,6%,,,
07-11-2018,41170.76,37811.91,39034.71,35205.27,39195.76,3358.85,5%,,,
08-11-2018,38913.12,38214.05,39084.57,37095.78,38461.79,699.07,1%,,,
09-11-2018,17605.5,35317.76,37848.64,36693.53,31411.12,17712.26,78%,,,
10-11-2018,30968.17,32247.47,34737.98,32750.49,29253.94,1279.3,6%,,,
11-11-2018,18358.29,28607.29,31820.92,31132.7,22868.24,10249,25%,,,
12-11-2018,46506.39,33767.62,33446.38,30293.21,37563.27,12738.77,19%,,,
13-11-2018,51274.63,40190.32,37522.1,36312,46736.85,11084.31,9%,,,
14-11-2018,50987.71,43161.89,40603.87,40188.63,48693.17,7825.82,5%,,,
15-11-2018,46538.38,42684.03,41801.02,42973.06,43278.01,3854.35,7%,,,
16-11-2018,26058.89,39814.47,41324.28,42753.93,35365.2,13755.58,36%,,,
17-11-2018,30891.68,38618.11,39261.63,37974.61,38618.09,7726.43,25%,,,
18-11-2018,17911.44,30908.95,35446.23,34217.68,23062.94,12997.51,29%,,,
19-11-2018,26167.03,31704.48,36181.73,31513.2,27418.49,5537.45,5%,,,
20-11-2018,12066.11,27905.62,34147.28,29351.24,20218.33,15839.51,68%,,,
21-11-2018,29269.91,25026.62,28631.46,23123.48,23324.93,4243.29,20%,,,
22-11-2018,19686.07,25208.71,28153.21,25180.35,22292.57,5522.64,13%,,,
23-11-2018,18268.62,22789.98,24702.99,23186.98,20479.99,4521.36,12%,,,
24-11-2018,20085.11,23824.49,23499.26,22015.02,25959.18,3739.38,29%,,,
25-11-2018,19327.02,21914.5,19818.65,20068.45,25856.39,2587.48,34%,,,
26-11-2018,34046.33,26770.43,24814.06,24809.11,30688.11,7275.9,10%,,,
27-11-2018,42399.82,31122.84,27430.98,28399.83,37537.7,11276.98,11%,,,
28-11-2018,25248.27,30412.22,31448.65,33135.73,26652.29,5163.95,6%,,,
29-11-2018,28589.08,31745.99,30381.8,33093.86,31762.32,3156.91,11%,,,
30-11-2018,16014.87,28539.8,29180.24,32160.9,24278.27,12524.93,52%,,,
01-12-2018,15744.99,24920.93,28321.87,24298.81,22142.12,9175.94,41%,,,
02-12-2018,20559.53,24866.92,25874.41,23896.64,24829.71,4307.39,21%,,,
03-12-2018,30738.78,29279.91,29091.68,26016.62,32731.44,1458.87,6%,,,
04-12-2018,35654.11,32090.04,30503.25,28867.45,36899.42,3564.07,3%,,,
05-12-2018,35214.46,33954.06,31670.71,32061.33,38130.14,1260.4,8%,,,
06-12-2018,60013.18,36495.36,32229.49,33761.6,43495,23517.82,28%,,,
07-12-2018,35524.94,43204.31,38463.35,43155.97,47993.62,7679.37,35%,,,
08-12-2018,62661.82,44836.94,38438.94,41925.41,54146.48,17824.88,14%,,,
09-12-2018,78131.8,54246.98,43455.46,50277.25,69008.24,23884.82,12%,,,
10-12-2018,65658.43,61487.65,54928.48,61396.96,68137.5,4170.78,4%,,,
11-12-2018,55350.6,59500.84,57440.62,63664.47,57397.43,4150.24,4%,,,
12-12-2018,37579.93,55717.53,57221.32,61794.71,48136.57,18137.6,28%,,,
13-12-2018,41444.1,49312.1,51675.78,52869.02,43391.48,7868,5%,,,
14-12-2018,64135.94,50240.41,45866.57,45862.45,58992.22,13895.53,8%,,,
15-12-2018,41547.47,46449.27,48231.11,47552.73,43563.97,4901.8,5%,,,
16-12-2018,49679.85,47599.53,46385.01,48987.76,47425.81,2080.32,5%,,,
17-12-2018,45748.1,52154.91,50677.2,54696.85,51090.69,6406.81,12%,,,
18-12-2018,38849.82,44786.37,45166.79,46584.83,42607.5,5936.55,10%,,,
19-12-2018,49960.19,43828.07,43316.68,44278.82,43888.7,6132.12,12%,,,
20-12-2018,42925.93,42842.45,43129.93,43422.04,41975.38,83.48,2%,,,
21-12-2018,51592.21,42715.81,42094.18,42219.52,43833.73,8876.4,15%,,,
22-12-2018,35703.8,41571.68,41889.53,42428.26,40397.25,5867.88,13%,,,
23-12-2018,29068.16,37732.72,39477.9,40740.22,32980.04,8664.56,13%,,,
24-12-2018,29662.31,38472.29,42367.61,42264.71,30784.54,8809.98,4%,,,
25-12-2018,29857.88,32607.33,36610.5,32764.51,28446.97,2749.45,5%,,,
26-12-2018,30103.44,29881.98,33986.62,28293.42,27365.91,221.46,9%,,,
27-12-2018,20628.39,27594.9,31961.41,26674.56,24148.72,6966.51,17%,,,
28-12-2018,23714.88,26631.7,29298.45,24449.22,26147.44,2916.82,10%,,,
29-12-2018,18544.54,22474.85,25842.68,20107.2,21474.66,3930.31,16%,,,
30-12-2018,15446.32,19288.26,22015.66,17233.41,18615.7,3841.94,21%,,,
31-12-2018,31560.69,27342.7,25665.16,23777.43,32585.5,4217.99,3%,,,
01-01-2019,34515.73,35658.38,33502.12,36047.72,37425.3,1142.65,8%,,,
02-01-2019,49457.69,38561.67,35144.44,37683.48,42857.1,10896.02,13%,,,
03-01-2019,59399.37,45429.71,39486.28,43580.9,53221.94,13969.66,10%,,,
04-01-2019,60579.65,49504.9,44646.11,49787.15,54081.44,11074.75,11%,,,
05-01-2019,37396.9,48304.58,47964.34,51901.4,45048,10907.68,20%,,,
06-01-2019,33900.3,48883.53,47433.77,51814.51,47402.32,14983.23,40%,,,
07-01-2019,45660.85,51548.69,50382.14,50942.49,53321.42,5887.84,17%,,,
08-01-2019,36519.91,44435.55,46853.67,43386.14,43066.84,7915.64,18%,,,
09-01-2019,59468.61,44691.86,45837.8,41156.83,47080.95,14776.75,21%,,,
10-01-2019,51704.69,50662.65,49436.8,46888.12,55663.01,1042.04,8%,,,
11-01-2019,51002.35,49508.96,48765.23,47482.85,52278.81,1493.39,3%,,,
12-01-2019,61972.07,49680.59,47961.75,46750.42,54329.59,12291.48,12%,,,
13-01-2019,83347.54,54814.5,48855.31,48913.8,66674.39,28533.04,20%,,,
14-01-2019,92403.57,67492.32,62066.7,63162.01,77248.25,24911.25,16%,,,
15-01-2019,48709.37,66075.61,68600.92,70363.95,59261.96,17366.24,22%,,,
16-01-2019,66647.05,66311.7,67720.92,67698.99,63515.19,335.35,5%,,,
17-01-2019,69203.28,64686.67,64876.88,62953.32,66229.81,4516.61,4%,,,
18-01-2019,38014.35,55672.46,60256.04,55234.37,51526.98,17658.11,36%,,,
19-01-2019,61378.18,56482.8,58176.18,52153.8,59118.41,4895.38,4%,,,
20-01-2019,49536.35,51913.85,56368.15,52036.85,47336.56,2377.5,4%,,,
21-01-2019,50463.7,50115.58,56359.39,50876.07,43111.27,348.12,15%,,,
22-01-2019,47141.39,50501.4,53822.97,50266.41,47414.81,3360.01,1%,,,
23-01-2019,85761.74,53808.47,50305.75,44497.35,66622.31,31953.27,22%,,,
24-01-2019,68810.97,58044.96,58221.97,56600.47,59312.45,10766.01,14%,,,
25-01-2019,71557.37,62325.85,59356.21,60084.92,67536.42,9231.52,6%,,,
26-01-2019,22319.07,53985.14,61726.66,61917.09,38311.69,31666.07,72%,,,
27-01-2019,26833.23,50258.97,53809.73,53060.69,43906.5,23425.74,64%,,,
28-01-2019,19913.93,42517.8,52372.91,48125.08,27055.42,22603.87,36%,,,
29-01-2019,33357.94,32847.66,39581.1,28864.26,30097.62,510.28,10%,,,
